 Hit    Total  Avg    Min    Max   Name
94     5      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
107    335    3      2      15     CopyVideoBuffer
107    532    4      3      17     UnlockVideoBuffer
107    2485   23     19     129    Actor Rendering
107    2667   24     21     138    Wall Rendering
107    782    7      6      41     Floor Rendering
107    339    3      2      13     ClearZScreen
107    1197   11     8      91     ClearScreen
107    8311   77     66     269    RenderNormalDisplay
107    385    3      3      6      LockVideoBuffer
107    9254   86     73     277    Refresh
107    543    5      3      42     Process
107    3      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
109    316    2      2      8      CopyVideoBuffer
109    560    5      3      33     UnlockVideoBuffer
109    2494   22     19     111    Actor Rendering
109    2734   25     21     68     Wall Rendering
109    792    7      6      30     Floor Rendering
109    340    3      2      11     ClearZScreen
109    1152   10     8      98     ClearScreen
109    8349   76     66     191    RenderNormalDisplay
109    392    3      3      4      LockVideoBuffer
109    9330   85     75     200    Refresh
109    509    4      3      18     Process
109    6      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
112    372    3      2      18     CopyVideoBuffer
112    1062   9      4      29     UnlockVideoBuffer
112    2447   21     18     41     Actor Rendering
112    1688   15     7      28     Wall Rendering
112    962    8      4      14     Floor Rendering
112    357    3      2      4      ClearZScreen
112    1122   10     8      23     ClearScreen
112    7451   66     59     94     RenderNormalDisplay
112    416    3      3      4      LockVideoBuffer
112    9023   80     73     128    Refresh
112    701    6      2      23     Process
112    55     0      0      26     ReadInputs
 Hit    Total  Avg    Min    Max   Name
146    459    3      2      63     CopyVideoBuffer
146    1348   9      7      69     UnlockVideoBuffer
146    1213   8      7      16     Actor Rendering
146    1309   8      5      19     Wall Rendering
146    1352   9      5      30     Floor Rendering
146    719    4      2      280    ClearZScreen
146    1341   9      8      27     ClearScreen
146    7096   48     40     347    RenderNormalDisplay
146    551    3      3      20     LockVideoBuffer
146    9138   62     52     463    Refresh
146    198    1      0      12     Process
146    63     0      0      23     ReadInputs
 Hit    Total  Avg    Min    Max   Name
135    381    2      2      4      CopyVideoBuffer
135    1275   9      7      38     UnlockVideoBuffer
135    2007   14     9      32     Actor Rendering
135    1748   12     9      29     Wall Rendering
135    1175   8      8      16     Floor Rendering
135    400    2      2      4      ClearZScreen
135    1207   8      8      19     ClearScreen
135    7607   56     49     79     RenderNormalDisplay
135    479    3      3      5      LockVideoBuffer
135    9395   69     61     113    Refresh
135    379    2      1      27     Process
135    46     0      0      14     ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    347    2      2      8      CopyVideoBuffer
116    1090   9      7      30     UnlockVideoBuffer
116    2524   21     18     40     Actor Rendering
116    1395   12     6      20     Wall Rendering
116    1070   9      8      19     Floor Rendering
116    358    3      2      4      ClearZScreen
116    1053   9      8      15     ClearScreen
116    7327   63     54     83     RenderNormalDisplay
116    419    3      3      4      LockVideoBuffer
116    8878   76     69     103    Refresh
116    889    7      1      52     Process
116    48     0      0      25     ReadInputs
 Hit    Total  Avg    Min    Max   Name
112    342    3      2      8      CopyVideoBuffer
112    1070   9      8      28     UnlockVideoBuffer
112    2713   24     11     41     Actor Rendering
112    1097   9      6      38     Wall Rendering
112    1076   9      5      14     Floor Rendering
112    362    3      3      4      ClearZScreen
112    1148   10     9      26     ClearScreen
112    7277   64     52     85     RenderNormalDisplay
112    452    4      3      22     LockVideoBuffer
112    8841   78     66     99     Refresh
112    975    8      5      29     Process
112    41     0      0      18     ReadInputs
 Hit    Total  Avg    Min    Max   Name
121    356    2      2      4      CopyVideoBuffer
121    1153   9      7      27     UnlockVideoBuffer
121    2998   24     22     40     Actor Rendering
121    812    6      5      16     Wall Rendering
121    1097   9      8      15     Floor Rendering
121    375    3      2      4      ClearZScreen
121    1140   9      8      16     ClearScreen
121    7363   60     55     80     RenderNormalDisplay
121    452    3      3      9      LockVideoBuffer
121    9012   74     68     98     Refresh
121    785    6      4      22     Process
121    37     0      0      7      ReadInputs
 Hit    Total  Avg    Min    Max   Name
122    362    2      2      13     CopyVideoBuffer
122    1136   9      7      32     UnlockVideoBuffer
122    3195   26     23     44     Actor Rendering
122    741    6      5      7      Wall Rendering
122    1117   9      8      25     Floor Rendering
122    370    3      2      4      ClearZScreen
122    1097   8      8      13     ClearScreen
122    7473   61     56     80     RenderNormalDisplay
122    439    3      3      4      LockVideoBuffer
122    9090   74     68     96     Refresh
122    780    6      4      20     Process
122    28     0      0      6      ReadInputs
 Hit    Total  Avg    Min    Max   Name
123    348    2      2      8      CopyVideoBuffer
123    1146   9      7      28     UnlockVideoBuffer
123    3205   26     24     38     Actor Rendering
123    736    5      5      9      Wall Rendering
123    1066   8      8      10     Floor Rendering
123    364    2      2      4      ClearZScreen
123    1113   9      8      14     ClearScreen
123    7443   60     57     75     RenderNormalDisplay
123    437    3      3      5      LockVideoBuffer
123    9057   73     69     95     Refresh
123    776    6      4      26     Process
123    19     0      0      5      ReadInputs
 Hit    Total  Avg    Min    Max   Name
123    364    2      2      8      CopyVideoBuffer
123    1134   9      7      25     UnlockVideoBuffer
123    3062   24     23     38     Actor Rendering
123    759    6      5      10     Wall Rendering
123    1119   9      8      20     Floor Rendering
123    368    2      2      4      ClearZScreen
123    1135   9      8      21     ClearScreen
123    7406   60     56     79     RenderNormalDisplay
123    451    3      3      11     LockVideoBuffer
123    9025   73     68     101    Refresh
123    764    6      4      24     Process
123    53     0      0      16     ReadInputs
 Hit    Total  Avg    Min    Max   Name
109    328    3      2      4      CopyVideoBuffer
109    1043   9      8      25     UnlockVideoBuffer
109    2889   26     22     40     Actor Rendering
109    1190   10     7      17     Wall Rendering
109    1100   10     8      23     Floor Rendering
109    350    3      2      4      ClearZScreen
109    1041   9      8      16     ClearScreen
109    7437   68     62     87     RenderNormalDisplay
109    414    3      3      5      LockVideoBuffer
109    8937   81     75     103    Refresh
109    828    7      5      30     Process
109    27     0      0      7      ReadInputs
 Hit    Total  Avg    Min    Max   Name
119    355    2      2      6      CopyVideoBuffer
119    1064   8      7      23     UnlockVideoBuffer
119    2958   24     23     44     Actor Rendering
119    1344   11     10     25     Wall Rendering
119    1032   8      8      9      Floor Rendering
119    354    2      2      4      ClearZScreen
119    1054   8      8      16     ClearScreen
119    7666   64     60     84     RenderNormalDisplay
119    444    3      3      7      LockVideoBuffer
119    9211   77     73     99     Refresh
119    745    6      4      28     Process
119    29     0      0      16     ReadInputs
 Hit    Total  Avg    Min    Max   Name
114    336    2      2      6      CopyVideoBuffer
114    1008   8      7      14     UnlockVideoBuffer
114    2824   24     23     30     Actor Rendering
114    1372   12     10     18     Wall Rendering
114    1036   9      8      14     Floor Rendering
114    349    3      2      4      ClearZScreen
114    1046   9      8      20     ClearScreen
114    7523   65     61     85     RenderNormalDisplay
114    401    3      3      4      LockVideoBuffer
114    8967   78     72     98     Refresh
114    782    6      4      28     Process
114    33     0      0      11     ReadInputs
 Hit    Total  Avg    Min    Max   Name
107    334    3      2      10     CopyVideoBuffer
107    1028   9      8      26     UnlockVideoBuffer
107    2830   26     22     45     Actor Rendering
107    1275   11     6      22     Wall Rendering
107    1116   10     9      15     Floor Rendering
107    337    3      2      9      ClearZScreen
107    1031   9      8      16     ClearScreen
107    7441   69     59     89     RenderNormalDisplay
107    391    3      3      5      LockVideoBuffer
107    8892   83     73     103    Refresh
107    891    8      4      32     Process
107    20     0      0      5      ReadInputs
 Hit    Total  Avg    Min    Max   Name
110    348    3      2      10     CopyVideoBuffer
110    1044   9      8      27     UnlockVideoBuffer
110    3093   28     25     46     Actor Rendering
110    1031   9      7      25     Wall Rendering
110    1033   9      8      26     Floor Rendering
110    350    3      2      4      ClearZScreen
110    1056   9      8      16     ClearScreen
110    7440   67     61     92     RenderNormalDisplay
110    410    3      3      5      LockVideoBuffer
110    8935   81     72     105    Refresh
110    893    8      6      25     Process
110    26     0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
113    355    3      2      14     CopyVideoBuffer
113    1062   9      7      29     UnlockVideoBuffer
113    3085   27     25     47     Actor Rendering
113    1094   9      9      30     Wall Rendering
113    981    8      8      15     Floor Rendering
113    343    3      2      4      ClearZScreen
113    1014   8      8      26     ClearScreen
113    7413   65     61     85     RenderNormalDisplay
113    400    3      3      4      LockVideoBuffer
113    8914   78     73     99     Refresh
113    890    7      6      47     Process
113    20     0      0      7      ReadInputs
 Hit    Total  Avg    Min    Max   Name
110    332    3      2      8      CopyVideoBuffer
110    979    8      5      21     UnlockVideoBuffer
110    3033   27     23     124    Actor Rendering
110    1105   10     9      27     Wall Rendering
110    981    8      8      16     Floor Rendering
110    355    3      2      19     ClearZScreen
110    1168   10     8      141    ClearScreen
110    7531   68     60     193    RenderNormalDisplay
110    407    3      3      5      LockVideoBuffer
110    8972   81     69     201    Refresh
110    824    7      5      27     Process
110    47     0      0      24     ReadInputs
 Hit    Total  Avg    Min    Max   Name
100    293    2      2      7      CopyVideoBuffer
100    519    5      3      25     UnlockVideoBuffer
100    2761   27     22     102    Actor Rendering
100    1148   11     9      109    Wall Rendering
100    1202   12     8      97     Floor Rendering
100    317    3      2      11     ClearZScreen
100    1269   12     8      125    ClearScreen
100    7503   75     58     312    RenderNormalDisplay
100    487    4      3      100    LockVideoBuffer
100    8539   85     67     348    Refresh
100    1115   11     4      153    Process
100    2      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
120    380    3      2      15     CopyVideoBuffer
120    647    5      3      33     UnlockVideoBuffer
120    2897   24     21     47     Actor Rendering
120    1263   10     8      49     Wall Rendering
120    1067   8      8      29     Floor Rendering
120    389    3      2      14     ClearZScreen
120    1266   10     8      49     ClearScreen
120    7865   65     57     136    RenderNormalDisplay
120    429    3      3      4      LockVideoBuffer
120    8976   74     66     145    Refresh
120    854    7      4      30     Process
120    3      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
119    347    2      2      12     CopyVideoBuffer
119    600    5      3      17     UnlockVideoBuffer
119    2832   23     21     57     Actor Rendering
119    1272   10     8      46     Wall Rendering
119    1045   8      8      24     Floor Rendering
119    368    3      2      9      ClearZScreen
119    1372   11     8      43     ClearScreen
119    7876   66     57     116    RenderNormalDisplay
119    430    3      3      4      LockVideoBuffer
119    8926   75     65     128    Refresh
119    781    6      4      20     Process
119    4      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
126    364    2      2      8      CopyVideoBuffer
126    649    5      3      32     UnlockVideoBuffer
126    2908   23     21     51     Actor Rendering
126    1202   9      9      26     Wall Rendering
126    1140   9      8      33     Floor Rendering
126    382    3      2      7      ClearZScreen
126    1232   9      8      76     ClearScreen
126    7833   62     57     149    RenderNormalDisplay
126    473    3      3      28     LockVideoBuffer
126    8989   71     65     158    Refresh
126    794    6      4      24     Process
126    14     0      0      8      ReadInputs
 Hit    Total  Avg    Min    Max   Name
129    375    2      2      8      CopyVideoBuffer
129    654    5      3      17     UnlockVideoBuffer
129    2941   22     21     52     Actor Rendering
129    1258   9      8      25     Wall Rendering
129    1136   8      8      25     Floor Rendering
129    398    3      2      10     ClearZScreen
129    1192   9      8      29     ClearScreen
129    7937   61     57     104    RenderNormalDisplay
129    463    3      3      4      LockVideoBuffer
129    9088   70     64     113    Refresh
129    758    5      4      30     Process
129    7      0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
128    371    2      2      6      CopyVideoBuffer
128    640    5      3      18     UnlockVideoBuffer
128    2879   22     20     52     Actor Rendering
128    1213   9      8      39     Wall Rendering
128    1142   8      8      32     Floor Rendering
128    397    3      2      16     ClearZScreen
128    1224   9      8      37     ClearScreen
128    7903   61     56     93     RenderNormalDisplay
128    451    3      3      4      LockVideoBuffer
128    9026   70     64     116    Refresh
128    741    5      4      12     Process
128    3      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
115    353    3      2      13     CopyVideoBuffer
115    928    8      4      28     UnlockVideoBuffer
115    2621   22     21     55     Actor Rendering
115    1285   11     9      124    Wall Rendering
115    999    8      7      26     Floor Rendering
115    348    3      2      6      ClearZScreen
115    1183   10     8      77     ClearScreen
115    7354   63     57     300    RenderNormalDisplay
115    674    5      3      220    LockVideoBuffer
115    9035   78     66     328    Refresh
115    808    7      4      43     Process
115    39     0      0      9      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    374    3      2      11     CopyVideoBuffer
118    1142   9      8      36     UnlockVideoBuffer
118    2725   23     18     34     Actor Rendering
118    1083   9      6      28     Wall Rendering
118    1099   9      8      13     Floor Rendering
118    362    3      2      4      ClearZScreen
118    1123   9      8      19     ClearScreen
118    7319   62     57     83     RenderNormalDisplay
118    434    3      3      5      LockVideoBuffer
118    8940   75     69     122    Refresh
118    847    7      4      32     Process
118    34     0      0      8      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    419    3      2      23     CopyVideoBuffer
116    1153   9      5      30     UnlockVideoBuffer
116    3078   26     23     112    Actor Rendering
116    894    7      6      22     Wall Rendering
116    1030   8      8      14     Floor Rendering
116    359    3      2      4      ClearZScreen
116    1096   9      8      15     ClearScreen
116    7371   63     57     146    RenderNormalDisplay
116    428    3      3      5      LockVideoBuffer
116    8998   77     69     173    Refresh
116    866    7      4      27     Process
116    53     0      0      20     ReadInputs
 Hit    Total  Avg    Min    Max   Name
107    514    4      2      91     CopyVideoBuffer
107    766    7      3      107    UnlockVideoBuffer
107    3022   28     23     116    Actor Rendering
107    830    7      6      32     Wall Rendering
107    1076   10     8      78     Floor Rendering
107    364    3      2      47     ClearZScreen
107    1270   11     8      123    ClearScreen
107    7626   71     56     310    RenderNormalDisplay
107    378    3      3      5      LockVideoBuffer
107    8801   82     65     421    Refresh
107    1082   10     4      169    Process
107    3      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
98     286    2      2      10     CopyVideoBuffer
98     562    5      4      29     UnlockVideoBuffer
98     3103   31     22     219    Actor Rendering
98     852    8      6      76     Wall Rendering
98     836    8      8      25     Floor Rendering
98     374    3      2      81     ClearZScreen
98     1110   11     8      102    ClearScreen
98     7192   73     56     339    RenderNormalDisplay
98     341    3      3      4      LockVideoBuffer
98     8123   82     65     348    Refresh
98     1198   12     4      123    Process
98     1      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
70     355    5      2      87     CopyVideoBuffer
70     521    7      3      88     UnlockVideoBuffer
70     2251   32     15     245    Actor Rendering
70     2481   35     6      198    Wall Rendering
70     703    10     4      89     Floor Rendering
70     226    3      2      17     ClearZScreen
70     1053   15     8      108    ClearScreen
70     7431   106    56     424    RenderNormalDisplay
70     257    3      3      6      LockVideoBuffer
70     8226   117    65     434    Refresh
70     1524   21     4      251    Process
70     12     0      0      10     ReadInputs
 Hit    Total  Avg    Min    Max   Name
103    315    3      2      20     CopyVideoBuffer
103    634    6      3      49     UnlockVideoBuffer
103    2189   21     18     69     Actor Rendering
103    2638   25     19     46     Wall Rendering
103    633    6      3      40     Floor Rendering
103    309    3      2      4      ClearZScreen
103    989    9      8      43     ClearScreen
103    7652   74     61     155    RenderNormalDisplay
103    378    3      3      4      LockVideoBuffer
103    8761   85     74     191    Refresh
103    848    8      5      62     Process
103    86     0      0      74     ReadInputs
 Hit    Total  Avg    Min    Max   Name
101    306    3      2      4      CopyVideoBuffer
101    975    9      7      33     UnlockVideoBuffer
101    2285   22     18     43     Actor Rendering
101    2303   22     7      41     Wall Rendering
101    733    7      4      13     Floor Rendering
101    312    3      2      4      ClearZScreen
101    983    9      8      15     ClearScreen
101    7426   73     58     100    RenderNormalDisplay
101    370    3      3      4      LockVideoBuffer
101    8820   87     72     114    Refresh
101    991    9      6      34     Process
101    43     0      0      18     ReadInputs
 Hit    Total  Avg    Min    Max   Name
111    348    3      2      7      CopyVideoBuffer
111    1052   9      8      18     UnlockVideoBuffer
111    2892   26     22     41     Actor Rendering
111    1138   10     8      29     Wall Rendering
111    1083   9      8      25     Floor Rendering
111    349    3      2      4      ClearZScreen
111    1084   9      8      18     ClearScreen
111    7419   66     60     87     RenderNormalDisplay
111    413    3      3      5      LockVideoBuffer
111    8942   80     74     101    Refresh
111    889    8      5      30     Process
111    29     0      0      10     ReadInputs
 Hit    Total  Avg    Min    Max   Name
107    326    3      2      4      CopyVideoBuffer
107    859    8      5      21     UnlockVideoBuffer
107    2890   27     21     113    Actor Rendering
107    1087   10     7      128    Wall Rendering
107    1141   10     8      85     Floor Rendering
107    335    3      2      4      ClearZScreen
107    1218   11     8      90     ClearScreen
107    7536   70     59     271    RenderNormalDisplay
107    558    5      3      148    LockVideoBuffer
107    8989   84     68     280    Refresh
107    992    9      5      151    Process
107    48     0      0      21     ReadInputs
 Hit    Total  Avg    Min    Max   Name
121    373    3      2      21     CopyVideoBuffer
121    623    5      3      23     UnlockVideoBuffer
121    2937   24     21     53     Actor Rendering
121    1047   8      8      16     Wall Rendering
121    1198   9      8      39     Floor Rendering
121    393    3      3      11     ClearZScreen
121    1160   9      8      36     ClearScreen
121    7696   63     57     118    RenderNormalDisplay
121    447    3      3      5      LockVideoBuffer
121    8806   72     65     128    Refresh
121    843    6      5      39     Process
121    22     0      0      16     ReadInputs
 Hit    Total  Avg    Min    Max   Name
107    328    3      2      12     CopyVideoBuffer
107    659    6      3      106    UnlockVideoBuffer
107    2835   26     19     126    Actor Rendering
107    985    9      8      49     Wall Rendering
107    998    9      8      27     Floor Rendering
107    347    3      2      17     ClearZScreen
107    1474   13     8      126    ClearScreen
107    7570   70     55     298    RenderNormalDisplay
107    416    3      3      21     LockVideoBuffer
107    8685   81     63     326    Refresh
107    946    8      4      101    Process
107    2      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
112    339    3      2      5      CopyVideoBuffer
112    1046   9      5      26     UnlockVideoBuffer
112    2733   24     20     37     Actor Rendering
112    1032   9      8      15     Wall Rendering
112    1088   9      8      17     Floor Rendering
112    346    3      2      4      ClearZScreen
112    1134   10     8      26     ClearScreen
112    7244   64     59     82     RenderNormalDisplay
112    417    3      3      5      LockVideoBuffer
112    8801   78     71     126    Refresh
112    893    7      5      25     Process
112    66     0      0      20     ReadInputs
 Hit    Total  Avg    Min    Max   Name
119    353    2      2      4      CopyVideoBuffer
119    1086   9      7      16     UnlockVideoBuffer
119    2826   23     19     48     Actor Rendering
119    1187   9      8      23     Wall Rendering
119    1123   9      8      27     Floor Rendering
119    363    3      2      4      ClearZScreen
119    1073   9      8      16     ClearScreen
119    7510   63     56     89     RenderNormalDisplay
119    440    3      3      5      LockVideoBuffer
119    9068   76     68     103    Refresh
119    808    6      4      22     Process
119    36     0      0      9      ReadInputs
 Hit    Total  Avg    Min    Max   Name
105    318    3      2      5      CopyVideoBuffer
105    1002   9      8      30     UnlockVideoBuffer
105    2520   24     19     45     Actor Rendering
105    1642   15     12     24     Wall Rendering
105    1090   10     7      18     Floor Rendering
105    341    3      3      5      ClearZScreen
105    982    9      8      12     ClearScreen
105    7411   70     61     95     RenderNormalDisplay
105    408    3      3      5      LockVideoBuffer
105    8865   84     74     109    Refresh
105    849    8      4      26     Process
105    16     0      0      5      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    368    3      2      8      CopyVideoBuffer
118    1150   9      8      26     UnlockVideoBuffer
118    2575   21     19     36     Actor Rendering
118    1151   9      7      15     Wall Rendering
118    1107   9      8      14     Floor Rendering
118    370    3      3      4      ClearZScreen
118    1106   9      8      19     ClearScreen
118    7241   61     54     76     RenderNormalDisplay
118    437    3      3      4      LockVideoBuffer
118    8880   75     68     94     Refresh
118    959    8      4      27     Process
118    13     0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
111    348    3      2      8      CopyVideoBuffer
111    900    8      4      57     UnlockVideoBuffer
111    2813   25     19     161    Actor Rendering
111    1319   11     9      29     Wall Rendering
111    1069   9      8      35     Floor Rendering
111    363    3      2      7      ClearZScreen
111    1068   9      8      31     ClearScreen
111    7514   67     57     202    RenderNormalDisplay
111    425    3      3      5      LockVideoBuffer
111    8932   80     67     215    Refresh
111    869    7      4      38     Process
111    32     0      0      14     ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    350    3      2      8      CopyVideoBuffer
116    1100   9      7      23     UnlockVideoBuffer
116    2601   22     18     42     Actor Rendering
116    1507   12     7      34     Wall Rendering
116    1070   9      8      16     Floor Rendering
116    357    3      3      4      ClearZScreen
116    1075   9      8      22     ClearScreen
116    7526   64     58     88     RenderNormalDisplay
116    422    3      3      4      LockVideoBuffer
116    9083   78     72     102    Refresh
116    782    6      4      21     Process
116    33     0      0      6      ReadInputs
 Hit    Total  Avg    Min    Max   Name
9      26     2      2      3      CopyVideoBuffer
9      81     9      8      10     UnlockVideoBuffer
9      191    21     18     24     Actor Rendering
9      124    13     13     15     Wall Rendering
9      79     8      8      9      Floor Rendering
9      29     3      3      4      ClearZScreen
9      87     9      8      17     ClearScreen
9      578    64     58     72     RenderNormalDisplay
9      35     3      3      5      LockVideoBuffer
9      696    77     71     84     Refresh
9      29770  3307   5      29700  Process
9      1      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
115    320    2      2      4      CopyVideoBuffer
115    1031   8      7      28     UnlockVideoBuffer
115    2237   19     17     36     Actor Rendering
115    1563   13     13     28     Wall Rendering
115    1004   8      8      19     Floor Rendering
115    345    3      2      4      ClearZScreen
115    988    8      8      16     ClearScreen
115    7041   61     57     80     RenderNormalDisplay
115    403    3      3      4      LockVideoBuffer
115    8553   74     70     102    Refresh
115    738    6      4      38     Process
115    49     0      0      12     ReadInputs
 Hit    Total  Avg    Min    Max   Name
117    355    3      2      20     CopyVideoBuffer
117    1099   9      7      31     UnlockVideoBuffer
117    2464   21     19     35     Actor Rendering
117    1600   13     13     24     Wall Rendering
117    1037   8      8      19     Floor Rendering
117    351    3      2      4      ClearZScreen
117    1015   8      8      23     ClearScreen
117    7380   63     59     78     RenderNormalDisplay
117    428    3      3      5      LockVideoBuffer
117    8932   76     70     97     Refresh
117    817    6      4      26     Process
117    42     0      0      17     ReadInputs
 Hit    Total  Avg    Min    Max   Name
90     263    2      2      17     CopyVideoBuffer
90     880    9      7      35     UnlockVideoBuffer
90     1746   19     8      38     Actor Rendering
90     1246   13     13     28     Wall Rendering
90     787    8      8      16     Floor Rendering
90     268    2      2      4      ClearZScreen
90     813    9      8      24     ClearScreen
90     5559   61     57     80     RenderNormalDisplay
90     327    3      3      5      LockVideoBuffer
90     6888   76     69     122    Refresh
90     502    5      3      25     Process
90     22     0      0      17     ReadInputs
 Hit    Total  Avg    Min    Max   Name
125    395    3      2      12     CopyVideoBuffer
125    1252   10     8      30     UnlockVideoBuffer
125    1539   12     8      25     Actor Rendering
125    1217   9      6      31     Wall Rendering
125    1207   9      6      25     Floor Rendering
125    405    3      3      5      ClearZScreen
125    1207   9      9      26     ClearScreen
125    6632   53     43     77     RenderNormalDisplay
125    506    4      3      28     LockVideoBuffer
125    8453   67     57     105    Refresh
125    376    3      1      20     Process
125    31     0      0      6      ReadInputs
 Hit    Total  Avg    Min    Max   Name
124    379    3      3      5      CopyVideoBuffer
124    1178   9      8      22     UnlockVideoBuffer
124    2110   17     12     32     Actor Rendering
124    1704   13     9      28     Wall Rendering
124    1172   9      8      19     Floor Rendering
124    398    3      3      4      ClearZScreen
124    1230   9      9      22     ClearScreen
124    7634   61     54     83     RenderNormalDisplay
124    495    3      3      8      LockVideoBuffer
124    9342   75     67     96     Refresh
124    465    3      1      14     Process
124    25     0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
108    340    3      3      6      CopyVideoBuffer
108    1092   10     9      26     UnlockVideoBuffer
108    2395   22     16     49     Actor Rendering
108    1262   11     7      27     Wall Rendering
108    1148   10     9      24     Floor Rendering
108    340    3      3      5      ClearZScreen
108    1109   10     9      20     ClearScreen
108    7174   66     56     94     RenderNormalDisplay
108    422    3      3      5      LockVideoBuffer
108    8735   80     70     108    Refresh
108    1037   9      2      25     Process
108    30     0      0      7      ReadInputs
 Hit    Total  Avg    Min    Max   Name
42     132    3      3      5      CopyVideoBuffer
42     399    9      8      16     UnlockVideoBuffer
42     988    23     18     40     Actor Rendering
42     363    8      6      18     Wall Rendering
42     425    10     9      11     Floor Rendering
42     142    3      3      12     ClearZScreen
42     446    10     9      33     ClearScreen
42     2706   64     59     88     RenderNormalDisplay
42     161    3      3      5      LockVideoBuffer
42     3281   78     72     101    Refresh
42     27103  645    6      26757  Process
42     5      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
67     194    2      2      5      CopyVideoBuffer
67     614    9      7      27     UnlockVideoBuffer
67     1216   18     7      38     Actor Rendering
67     616    9      7      16     Wall Rendering
67     678    10     9      13     Floor Rendering
67     220    3      3      18     ClearZScreen
67     618    9      8      25     ClearScreen
67     3869   57     46     84     RenderNormalDisplay
67     245    3      3      5      LockVideoBuffer
67     4880   72     66     107    Refresh
67     2381   35     4      1728   Process
67     14     0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
129    388    3      2      4      CopyVideoBuffer
129    1238   9      8      43     UnlockVideoBuffer
129    1708   13     8      27     Actor Rendering
129    1253   9      6      18     Wall Rendering
129    1261   9      6      24     Floor Rendering
129    414    3      3      4      ClearZScreen
129    1290   10     9      20     ClearScreen
129    7003   54     44     74     RenderNormalDisplay
129    491    3      3      5      LockVideoBuffer
129    8802   68     57     125    Refresh
129    406    3      1      22     Process
129    32     0      0      10     ReadInputs
 Hit    Total  Avg    Min    Max   Name
115    355    3      3      5      CopyVideoBuffer
115    1130   9      8      24     UnlockVideoBuffer
115    2526   21     16     38     Actor Rendering
115    1604   13     10     26     Wall Rendering
115    1086   9      8      21     Floor Rendering
115    384    3      3      5      ClearZScreen
115    1110   9      9      19     ClearScreen
115    7623   66     57     86     RenderNormalDisplay
115    432    3      3      8      LockVideoBuffer
115    9217   80     70     110    Refresh
115    473    4      2      22     Process
115    95     0      0      21     ReadInputs
 Hit    Total  Avg    Min    Max   Name
92     295    3      2      9      CopyVideoBuffer
92     937    10     8      24     UnlockVideoBuffer
92     2717   29     21     55     Actor Rendering
92     837    9      6      22     Wall Rendering
92     1049   11     9      25     Floor Rendering
92     289    3      3      4      ClearZScreen
92     958    10     9      25     ClearScreen
92     6646   72     60     97     RenderNormalDisplay
92     355    3      3      5      LockVideoBuffer
92     7986   86     73     117    Refresh
92     76725  833    3      75516  Process
92     31     0      0      11     ReadInputs
 Hit    Total  Avg    Min    Max   Name
59     166    2      2      5      CopyVideoBuffer
59     539    9      7      24     UnlockVideoBuffer
59     1756   29     12     46     Actor Rendering
59     499    8      7      22     Wall Rendering
59     557    9      8      16     Floor Rendering
59     179    3      2      5      ClearZScreen
59     533    9      8      23     ClearScreen
59     3982   67     51     86     RenderNormalDisplay
59     207    3      3      4      LockVideoBuffer
59     4743   80     64     99     Refresh
59     4220   71     4      3476   Process
59     34     0      0      12     ReadInputs
 Hit    Total  Avg    Min    Max   Name
36     220    6      2      117    CopyVideoBuffer
36     665    18     7      283    UnlockVideoBuffer
36     1676   46     7      143    Actor Rendering
36     922    25     7      148    Wall Rendering
36     941    26     8      121    Floor Rendering
36     1249   34     2      1145   ClearZScreen
36     1445   40     8      117    ClearScreen
36     7077   196    46     1285   RenderNormalDisplay
36     384    10     3      79     LockVideoBuffer
36     8301   230    60     1721   Refresh
36     2395   66     0      231    Process
36     14     0      0      13     ReadInputs
 Hit    Total  Avg    Min    Max   Name
66     195    2      2      6      CopyVideoBuffer
66     691    10     7      27     UnlockVideoBuffer
66     1871   28     13     112    Actor Rendering
66     1303   19     10     174    Wall Rendering
66     879    13     8      93     Floor Rendering
66     200    3      2      4      ClearZScreen
66     951    14     8      94     ClearScreen
66     6092   92     57     358    RenderNormalDisplay
66     376    5      3      75     LockVideoBuffer
66     7178   108    70     441    Refresh
66     1792   27     1      211    Process
